method,path,auth,path_params,source
GET,/api/v1/showroom/{slug},public,slug,showroom.py:public_showroom
POST,/api/v1/subscription/boost/pay,authenticated,,subscription.py:boost_pay
GET,/api/v1/subscription/boost/products,public,,subscription.py:boost_products_list
GET,/api/v1/subscription/me,authenticated,,subscription.py:my_subscription
GET,/api/v1/subscription/pay/status,authenticated,,subscription.py:pay_status
POST,/api/v1/subscription/pay/upi,authenticated,,subscription.py:pay_upi
POST,/api/v1/subscription/pay/webhook,public,,subscription.py:cashfree_webhook
GET,/api/v1/subscription/plans,public,,subscription.py:list_plans
GET,/api/v1/subscription/pricing-matrix,public,,subscription.py:pricing_matrix
GET,/api/v1/subscription/upgrade-quote,authenticated,,subscription.py:upgrade_quote
GET,/api/v1/subscription/upgrade-request,authenticated,,subscription.py:my_upgrade_request
POST,/api/v1/subscription/upgrade-request,authenticated,,subscription.py:request_upgrade
POST,/api/v1/users/confirm-unsubscribe,public,,users.py:confirm_unsubscribe
GET,/api/v1/users/me,authenticated,,users.py:read_me
PATCH,/api/v1/users/me,authenticated,,users.py:update_me
POST,/api/v1/users/me/gst,authenticated,,users.py:set_my_gst
POST,/api/v1/users/me/location,authenticated,,users.py:set_my_location
GET,/api/v1/users/me/profile-change,authenticated,,users.py:my_profile_change
POST,/api/v1/users/me/profile-change,authenticated,,users.py:submit_profile_change
POST,/api/v1/users/me/request-unsubscribe,authenticated,,users.py:request_unsubscribe
GET,/api/v1/users/me/verification,authenticated,,users.py:my_verification
POST,/api/v1/users/me/verify/confirm,authenticated,,users.py:confirm_verification
POST,/api/v1/users/me/verify/send,authenticated,,users.py:send_verification
GET,/api/v1/vehicles,optional,,vehicles.py:list_vehicles
POST,/api/v1/vehicles,public,,vehicles.py:create_vehicle
GET,/api/v1/vehicles/boost-bury-status,public,,vehicles.py:boost_bury_status
GET,/api/v1/vehicles/brands,public,,vehicles.py:list_brands
POST,/api/v1/vehicles/bulk,public,,vehicles.py:bulk_import_vehicles
GET,/api/v1/vehicles/cities,public,,vehicles.py:list_cities
GET,/api/v1/vehicles/dealers,public,,vehicles.py:list_listing_dealers
GET,/api/v1/vehicles/featured,optional,,vehicles.py:vehicle_featured
GET,/api/v1/vehicles/marquee,public,,vehicles.py:vehicle_marquee
GET,/api/v1/vehicles/me/listing-payments,authenticated,,vehicles.py:my_listing_payments
GET,/api/v1/vehicles/mine,authenticated,,vehicles.py:my_vehicles
GET,/api/v1/vehicles/my-interest,authenticated,,vehicles.py:my_interest_vehicles
GET,/api/v1/vehicles/rc-lookup,authenticated,,vehicles.py:rc_lookup
GET,/api/v1/vehicles/reg-check,authenticated,,vehicles.py:reg_check
DELETE,/api/v1/vehicles/{vehicle_id},authenticated,vehicle_id,vehicles.py:delete_vehicle
GET,/api/v1/vehicles/{vehicle_id},optional,vehicle_id,vehicles.py:get_vehicle
PATCH,/api/v1/vehicles/{vehicle_id},authenticated,vehicle_id,vehicles.py:update_vehicle
POST,/api/v1/vehicles/{vehicle_id}/boost,authenticated,vehicle_id,vehicles.py:set_boost
GET,/api/v1/vehicles/{vehicle_id}/documents,authenticated,,vehicle_media.py:list_documents
POST,/api/v1/vehicles/{vehicle_id}/documents,authenticated,,vehicle_media.py:upload_document
DELETE,/api/v1/vehicles/{vehicle_id}/documents/{doc_id},authenticated,doc_id,vehicle_media.py:delete_document
GET,/api/v1/vehicles/{vehicle_id}/documents/{doc_id},authenticated,doc_id,vehicle_media.py:serve_document
POST,/api/v1/vehicles/{vehicle_id}/event,optional,vehicle_id,vehicles.py:record_engagement
GET,/api/v1/vehicles/{vehicle_id}/images,optional,,vehicle_media.py:list_images
POST,/api/v1/vehicles/{vehicle_id}/images,authenticated,,vehicle_media.py:upload_image
DELETE,/api/v1/vehicles/{vehicle_id}/images/{image_id},authenticated,image_id,vehicle_media.py:delete_image
GET,/api/v1/vehicles/{vehicle_id}/images/{image_id},optional,image_id,vehicle_media.py:serve_image
GET,/api/v1/vehicles/{vehicle_id}/images/{image_id}/thumb,optional,image_id,vehicle_media.py:serve_thumbnail
DELETE,/api/v1/vehicles/{vehicle_id}/inspection,authenticated,vehicle_id,inspections.py:delete_inspection
GET,/api/v1/vehicles/{vehicle_id}/inspection,public,vehicle_id,inspections.py:get_inspection
PUT,/api/v1/vehicles/{vehicle_id}/inspection,authenticated,vehicle_id,inspections.py:upsert_inspection
POST,/api/v1/vehicles/{vehicle_id}/listing-payment/cancel,authenticated,vehicle_id,vehicles.py:cancel_listing_payment
POST,/api/v1/vehicles/{vehicle_id}/listing-payment/send-link,authenticated,vehicle_id,vehicles.py:send_listing_payment_link
GET,/api/v1/vehicles/{vehicle_id}/related,optional,vehicle_id,vehicles.py:related_vehicles
POST,/api/v1/vehicles/{vehicle_id}/share-email,public,vehicle_id,vehicles.py:share_vehicle_email
POST,/api/v1/vehicles/{vehicle_id}/view,optional,vehicle_id,vehicles.py:record_view
GET,/api/v1/whatsapp/webhook,public,,whatsapp_webhook.py:verify_webhook
POST,/api/v1/whatsapp/webhook,public,,whatsapp_webhook.py:receive_webhook
GET,/api/v1/wishlist,authenticated,,wishlist.py:my_wishlist
POST,/api/v1/wishlist,authenticated,,wishlist.py:add_wishlist
GET,/api/v1/wishlist/suggestions,authenticated,,wishlist.py:wishlist_suggestions
DELETE,/api/v1/wishlist/{item_id},authenticated,item_id,wishlist.py:delete_wishlist
PATCH,/api/v1/wishlist/{item_id},authenticated,item_id,wishlist.py:update_wishlist
